hex_id,local_temp_c,elevation_m
226,14.118918918918919,37.0
227,13.383783783783784,120.0
228,13.159459459459459,121.0
229,12.981081081081081,228.0
230,13.494594594594595,146.0
231,12.95945945945946,106.0
232,13.13783783783784,53.0
233,12.967567567567567,50.0
234,13.124324324324325,6.0
235,19.02162162162162,83.0
236,18.886486486486486,228.0
237,19.4027027027027,335.0
238,18.5,628.0
239,17.491891891891893,778.0
240,10.305405405405406,1718.0
241,14.002702702702702,1108.0
242,8.159459459459459,2134.0
243,11.683783783783785,1586.0
244,11.262162162162161,1811.0
245,7.997297297297297,2167.0
246,12.41081081081081,1265.0
247,11.52972972972973,1331.0
248,11.435135135135136,1155.0
249,12.075675675675676,991.0
250,13.302702702702703,860.0
251,13.994594594594593,516.0
252,14.191891891891892,337.0
253,14.391891891891891,266.0
254,14.22972972972973,242.0
255,14.127027027027028,181.0
256,14.129729729729728,140.0
257,14.0,102.0
258,14.056756756756757,96.0
259,13.937837837837838,98.0
260,13.594594594594595,46.0
261,13.494594594594595,39.0
262,13.132432432432433,76.0
263,12.44864864864865,63.0
264,12.82162162162162,139.0
265,12.886486486486486,208.0
266,11.654054054054054,377.0
267,11.897297297297296,221.0
268,12.18108108108108,196.0
269,12.343243243243244,151.0
270,12.516216216216215,71.0
271,12.64054054054054,43.0
272,12.49189189189189,11.0
273,11.372972972972974,0.0
274,16.07027027027027,122.0
275,9.797297297297296,1477.0
276,17.764864864864865,-34.0
277,20.21081081081081,59.0
278,18.83243243243243,352.0
279,18.41891891891892,273.0
280,18.997297297297298,396.0
281,13.64864864864865,1200.0
282,8.886486486486486,1852.0
283,6.4837837837837835,2227.0
284,6.251351351351351,2089.0
285,7.289189189189189,2370.0
286,8.202702702702704,2028.0
287,9.886486486486486,1695.0
288,11.154054054054054,1185.0
289,10.645945945945945,1243.0
290,10.632432432432433,1150.0
291,11.256756756756756,1009.0
292,13.251351351351351,613.0
293,13.35945945945946,428.0
294,12.716216216216216,339.0
295,13.17027027027027,318.0
296,12.97027027027027,331.0
297,12.845945945945946,293.0
298,11.64054054054054,541.0
299,12.764864864864865,336.0
300,12.340540540540541,167.0
301,12.45135135135135,64.0
302,12.035135135135135,46.0
303,12.1,70.0
304,11.997297297297298,116.0
305,12.154054054054054,149.0
306,11.31891891891892,252.0
307,10.854054054054055,291.0
308,11.25945945945946,286.0
309,11.283783783783784,338.0
310,11.302702702702703,233.0
311,11.41891891891892,148.0
312,11.483783783783784,131.0
313,11.437837837837838,39.0
314,11.32972972972973,10.0
315,11.116216216216216,-1.0
316,15.451351351351352,218.0
317,16.56756756756757,263.0
318,19.543243243243243,-57.0
319,19.16216216216216,188.0
320,17.802702702702703,258.0
321,16.732432432432432,702.0
322,17.22972972972973,745.0
323,13.683783783783785,1119.0
324,7.08918918918919,2003.0
325,7.7729729729729735,1961.0
326,6.65945945945946,2049.0
327,6.68108108108108,2282.0
328,8.82162162162162,1501.0
329,6.705405405405405,1904.0
330,10.44864864864865,1541.0
331,11.083783783783785,1346.0
332,10.421621621621622,1301.0
333,10.613513513513514,1113.0
334,11.58108108108108,880.0
335,11.848648648648648,639.0
336,11.208108108108108,495.0
337,11.894594594594595,359.0
338,13.28918918918919,325.0
339,12.81081081081081,241.0
340,12.82972972972973,199.0
341,12.751351351351351,201.0
342,11.68108108108108,276.0
343,11.916216216216215,130.0
344,11.162162162162161,56.0
345,11.067567567567568,60.0
346,11.264864864864865,116.0
347,11.054054054054054,141.0
348,10.702702702702704,187.0
349,10.735135135135135,244.0
350,9.756756756756756,458.0
351,10.47027027027027,219.0
352,9.435135135135136,475.0
353,10.67027027027027,234.0
354,10.421621621621622,177.0
355,10.751351351351351,162.0
356,10.675675675675675,41.0
357,10.27027027027027,24.0
358,9.82972972972973,16.0
359,15.881081081081081,17.0
360,15.943243243243243,313.0
361,12.772972972972974,1081.0
362,15.505405405405407,371.0
363,15.045945945945947,892.0
364,16.94054054054054,606.0
365,14.416216216216215,933.0
366,13.443243243243243,1017.0
367,6.9,1817.0
368,7.375675675675675,1578.0
369,6.12972972972973,2069.0
370,3.9378378378378374,2511.0
371,7.497297297297297,2036.0
372,8.31891891891892,1715.0
373,7.856756756756757,2069.0
374,10.756756756756756,1455.0
375,10.121621621621621,1364.0
376,10.313513513513515,1048.0
377,11.47027027027027,856.0
378,10.964864864864865,831.0
379,10.737837837837839,705.0
380,10.575675675675676,517.0
381,11.58918918918919,327.0
382,11.694594594594594,309.0
383,11.902702702702703,206.0
384,12.07027027027027,305.0
385,10.616216216216216,508.0
386,10.932432432432432,396.0
387,10.875675675675675,136.0
388,9.545945945945945,82.0
389,9.72972972972973,69.0
390,10.097297297297297,116.0
391,10.54054054054054,113.0
392,10.17837837837838,234.0
393,9.513513513513514,330.0
394,10.143243243243244,235.0
395,6.9270270270270276,833.0
396,4.3999999999999995,1331.0
397,9.743243243243244,305.0
398,9.608108108108109,207.0
399,9.978378378378379,164.0
400,9.832432432432432,52.0
401,10.205405405405406,33.0
402,9.537837837837838,9.0
403,8.727027027027026,0.0
404,23.66756756756757,156.0
405,18.1,406.0
406,16.32972972972973,88.0
407,9.556756756756757,1254.0
408,11.502702702702702,811.0
409,14.129729729729728,644.0
410,14.29189189189189,927.0
411,18.624324324324323,350.0
412,12.713513513513513,1234.0
413,7.135135135135135,1755.0
414,4.88918918918919,2187.0
415,7.608108108108108,1631.0
416,5.5027027027027025,2025.0
417,5.967567567567568,2017.0
418,4.95945945945946,1971.0
419,5.616216216216216,2243.0
420,6.624324324324324,1984.0
421,6.427027027027027,2194.0
422,7.421621621621623,1846.0
423,9.12972972972973,1405.0
424,9.502702702702702,1119.0
425,9.9,912.0
426,9.81891891891892,786.0
427,10.078378378378378,615.0
428,9.945945945945946,402.0
429,10.04864864864865,295.0
430,11.08108108108108,239.0
431,10.702702702702704,205.0
432,11.127027027027026,298.0
433,11.102702702702704,276.0
434,9.82162162162162,243.0
435,9.575675675675676,183.0
436,8.748648648648649,125.0
437,9.41891891891892,86.0
438,8.95945945945946,135.0
439,8.7,249.0
440,9.143243243243244,181.0
441,8.524324324324324,326.0
442,8.01081081081081,339.0
443,8.121621621621621,303.0
444,7.251351351351351,621.0
445,8.08918918918919,573.0
446,8.78108108108108,215.0
447,8.41891891891892,191.0
448,9.378378378378379,40.0
449,8.797297297297296,41.0
450,9.064864864864864,0.0
451,8.44054054054054,0.0
452,19.33243243243243,822.0
453,6.6702702702702705,2919.0
454,17.57027027027027,9.0
455,13.31891891891892,65.0
456,11.74054054054054,879.0
457,13.159459459459459,390.0
458,11.3,723.0
459,11.062162162162162,976.0
460,16.64864864864865,349.0
461,9.194594594594594,1642.0
462,12.381081081081081,1178.0
463,12.44054054054054,1183.0
464,5.786486486486487,1937.0
465,6.345945945945946,1630.0
466,5.327027027027027,2054.0
467,6.632432432432433,1798.0
468,6.27027027027027,1674.0
469,5.313513513513513,1907.0
470,3.7189189189189187,2357.0
471,2.7135135135135138,2720.0
472,5.213513513513513,2261.0
473,8.816216216216215,1598.0
474,8.867567567567567,1282.0
475,8.724324324324325,1019.0
476,8.943243243243243,801.0
477,9.35945945945946,565.0
478,9.251351351351351,458.0
479,9.043243243243245,382.0
480,8.878378378378379,368.0
481,8.9,260.0
482,9.164864864864866,275.0
483,9.062162162162162,393.0
484,7.9702702702702695,499.0
485,7.991891891891892,331.0
486,8.31081081081081,220.0
487,7.248648648648649,134.0
488,7.875675675675675,114.0
489,7.840540540540541,171.0
490,7.651351351351352,194.0
491,7.48918918918919,278.0
492,6.943243243243242,498.0
493,6.905405405405405,455.0
494,6.718918918918919,407.0
495,5.767567567567568,767.0
496,7.472972972972973,379.0
497,7.5864864864864865,283.0
498,7.710810810810811,214.0
499,8.208108108108108,84.0
500,8.067567567567568,23.0
501,7.9270270270270276,10.0
502,7.351351351351352,0.0
503,19.07027027027027,1814.0
504,18.09189189189189,914.0
505,10.394594594594595,563.0
506,12.618918918918919,74.0
507,8.40810810810811,1327.0
508,12.4,746.0
509,18.55945945945946,173.0
510,9.113513513513514,1554.0
511,13.77837837837838,802.0
512,12.943243243243243,964.0
513,6.805405405405405,1535.0
514,4.597297297297297,2060.0
515,7.448648648648649,1642.0
516,7.337837837837838,1537.0
517,6.205405405405405,1466.0
518,3.6621621621621623,2330.0
519,2.616216216216216,2405.0
520,1.8972972972972975,2348.0
521,2.6135135135135137,2738.0
522,8.14054054054054,1724.0
523,8.7,1348.0
524,8.064864864864864,1160.0
525,7.864864864864865,935.0
526,7.745945945945946,777.0
527,8.024324324324324,651.0
528,8.454054054054055,487.0
529,8.116216216216216,421.0
530,8.14864864864865,330.0
531,7.262162162162162,325.0
532,7.783783783783784,251.0
533,8.583783783783785,288.0
534,8.272972972972974,332.0
535,7.337837837837838,397.0
536,7.008108108108108,292.0
537,6.9702702702702695,145.0
538,6.672972972972973,185.0
539,6.935135135135136,116.0
540,6.186486486486487,229.0
541,6.594594594594595,262.0
542,6.245945945945945,381.0
543,7.018918918918919,342.0
544,5.651351351351352,647.0
545,3.437837837837838,874.0
546,3.627027027027027,918.0
547,6.975675675675676,251.0
548,7.210810810810811,120.0
549,6.845945945945946,35.0
550,7.210810810810811,7.0
551,4.894594594594595,0.0
552,21.08648648648649,1144.0
553,11.902702702702703,279.0
554,12.82972972972973,292.0
555,12.235135135135135,94.0
556,-4.510810810810811,3362.0
557,7.956756756756756,1554.0
558,11.043243243243245,1242.0
559,11.44054054054054,1174.0
560,12.17027027027027,941.0
561,8.297297297297296,1569.0
562,3.745945945945946,2035.0
563,3.15945945945946,2205.0
564,8.627027027027026,1254.0
565,4.445945945945946,2026.0
566,2.472972972972973,2393.0
567,-8.413513513513514,3890.0
568,-1.691891891891892,3123.0
569,-4.951351351351351,3588.0
570,7.672972972972972,1555.0
571,6.851351351351352,1343.0
572,6.616216216216216,1195.0
573,6.5351351351351346,1096.0
574,7.221621621621622,895.0
575,7.110810810810811,666.0
576,7.167567567567567,549.0
577,7.448648648648649,434.0
578,6.921621621621623,429.0
579,6.805405405405406,314.0
580,7.327027027027028,294.0
581,6.88918918918919,278.0
582,7.043243243243244,260.0
583,6.702702702702703,210.0
584,6.57027027027027,217.0
585,6.394594594594595,123.0
586,5.61081081081081,156.0
587,5.197297297297298,148.0
588,5.954054054054055,206.0
589,5.821621621621622,169.0
590,5.186486486486487,269.0
591,5.4135135135135135,371.0
592,7.1891891891891895,195.0
593,5.962162162162162,393.0
594,3.6864864864864866,669.0
595,5.916216216216216,394.0
596,6.34054054054054,236.0
597,6.732432432432432,111.0
598,6.435135135135135,22.0
599,6.772972972972973,1.0
600,23.44324324324324,113.0
601,23.145945945945947,259.0
602,13.005405405405405,304.0
603,11.875675675675675,455.0
604,12.348648648648648,80.0
605,1.4945945945945944,2192.0
606,2.172972972972973,2402.0
607,9.043243243243245,1331.0
608,5.762162162162162,1717.0
609,9.467567567567567,1240.0
610,5.475675675675675,1863.0
611,4.737837837837838,1581.0
612,3.705405405405405,2017.0
613,2.937837837837838,2211.0
614,5.018918918918919,1759.0
615,0.5108108108108108,2660.0
616,3.2621621621621624,2186.0
617,-0.3459459459459459,2739.0
618,-5.505405405405405,3643.0
619,1.4702702702702701,2614.0
620,5.154054054054054,1928.0
621,5.281081081081081,1456.0
622,6.1702702702702705,1290.0
623,6.521621621621622,1009.0
624,6.6891891891891895,805.0
625,6.5,636.0
626,6.47027027027027,471.0
627,6.0,368.0
628,5.816216216216216,344.0
629,5.72972972972973,333.0
630,6.275675675675675,250.0
631,5.954054054054055,225.0
632,5.551351351351352,271.0
633,5.594594594594595,204.0
634,5.272972972972973,188.0
635,5.037837837837838,162.0
636,4.851351351351352,163.0
637,4.302702702702702,148.0
638,4.243243243243243,164.0
639,4.84054054054054,202.0
640,4.367567567567567,247.0
641,4.216216216216216,331.0
642,4.440540540540541,266.0
643,3.672972972972973,462.0
644,2.0567567567567564,734.0
645,3.3783783783783785,621.0
646,5.816216216216216,130.0
647,5.435135135135135,53.0
648,4.9324324324324325,0.0
649,4.264864864864865,-1.0
650,21.991891891891893,180.0
651,12.243243243243244,327.0
652,12.91891891891892,177.0
653,11.90810810810811,40.0
654,6.0675675675675675,1610.0
655,2.072972972972973,2136.0
656,6.4972972972972975,1583.0
657,5.608108108108108,1754.0
658,5.5864864864864865,1475.0
659,3.6324324324324326,1822.0
660,3.8054054054054047,1989.0
661,5.58918918918919,1536.0
662,4.954054054054055,1841.0
663,4.38918918918919,1845.0
664,4.275675675675675,1930.0
665,5.8297297297297295,1469.0
666,3.072972972972973,2073.0
667,2.516216216216216,2196.0
668,-6.281081081081081,3516.0
669,7.224324324324325,1815.0
670,6.394594594594595,1616.0
671,6.02972972972973,1344.0
672,6.283783783783784,1052.0
673,6.175675675675675,900.0
674,5.827027027027027,733.0
675,5.47027027027027,558.0
676,5.543243243243243,470.0
677,5.3999999999999995,410.0
678,5.591891891891892,360.0
679,5.52972972972973,256.0
680,5.202702702702703,258.0
681,4.8108108108108105,263.0
682,4.824324324324325,213.0
683,4.467567567567568,133.0
684,4.235135135135135,179.0
685,3.618918918918919,202.0
686,3.5999999999999996,199.0
687,3.4135135135135135,246.0
688,2.927027027027027,269.0
689,3.554054054054054,200.0
690,2.6297297297297297,320.0
691,3.2864864864864862,223.0
692,3.6864864864864866,255.0
693,4.256756756756757,270.0
694,0.1648648648648649,1046.0
695,5.11081081081081,243.0
696,4.5027027027027025,124.0
697,4.205405405405405,41.0
698,4.048648648648649,15.0
699,19.997297297297298,821.0
700,20.84864864864865,499.0
701,12.518918918918919,0.0
702,12.156756756756756,-1.0
703,10.686486486486485,660.0
704,-1.0675675675675675,2433.0
705,6.1378378378378375,1669.0
706,3.7027027027027026,2030.0
707,0.8918918918918919,2468.0
708,4.883783783783784,1851.0
709,3.972972972972973,1916.0
710,5.891891891891892,1423.0
711,4.883783783783784,1427.0
712,4.397297297297297,1819.0
713,1.727027027027027,2194.0
714,3.5729729729729724,1889.0
715,1.545945945945946,2264.0
716,-3.5999999999999996,2974.0
717,-2.27027027027027,2852.0
718,0.9945945945945948,2591.0
719,5.372972972972973,1492.0
720,5.510810810810811,1326.0
721,5.462162162162162,1166.0
722,5.464864864864865,950.0
723,5.575675675675676,783.0
724,4.91081081081081,702.0
725,4.767567567567568,562.0
726,4.510810810810811,451.0
727,4.856756756756757,342.0
728,5.048648648648649,331.0
729,4.124324324324324,339.0
730,3.913513513513514,308.0
731,4.056756756756757,241.0
732,3.7189189189189187,200.0
733,3.4,130.0
734,2.8783783783783785,217.0
735,2.864864864864865,222.0
736,2.516216216216216,234.0
737,2.57027027027027,235.0
738,1.8270270270270268,351.0
739,1.7594594594594597,311.0
740,2.164864864864865,223.0
741,2.9216216216216218,198.0
742,2.5243243243243243,328.0
743,1.6891891891891893,571.0
744,3.972972972972973,221.0
745,2.8891891891891888,148.0
746,3.075675675675676,64.0
747,3.1567567567567565,10.0
748,2.591891891891892,18.0
749,20.40810810810811,602.0
750,12.043243243243245,24.0
751,11.254054054054054,419.0
752,12.772972972972974,111.0
753,-4.883783783783784,2917.0
754,5.856756756756757,1328.0
755,6.010810810810811,1669.0
756,4.27027027027027,1790.0
757,2.9351351351351354,1847.0
758,2.6270270270270273,2021.0
759,3.810810810810811,1783.0
760,5.905405405405405,1384.0
761,4.643243243243243,1573.0
762,-1.6513513513513514,2464.0
763,2.402702702702703,1920.0
764,4.713513513513513,1511.0
765,1.5675675675675675,1847.0
766,-2.0,2607.0
767,-1.2972972972972974,2572.0
768,5.102702702702703,1759.0
769,5.035135135135135,1648.0
770,5.4324324324324325,1325.0
771,4.54054054054054,1020.0
772,4.672972972972973,899.0
773,4.489189189189189,863.0
774,4.11081081081081,630.0
775,4.210810810810811,526.0
776,4.005405405405406,386.0
777,3.6945945945945944,375.0
778,3.116216216216216,379.0
779,3.5567567567567564,308.0
780,3.2675675675675677,216.0
781,2.945945945945946,224.0
782,2.4216216216216213,223.0
783,2.564864864864865,203.0
784,2.3,219.0
785,2.2837837837837838,203.0
786,1.8945945945945943,226.0
787,1.316216216216216,260.0
788,1.4378378378378378,251.0
789,1.2162162162162162,280.0
790,1.0135135135135136,309.0
791,1.627027027027027,322.0
792,1.9108108108108108,302.0
793,-1.32972972972973,855.0
794,2.0513513513513515,359.0
795,1.3756756756756758,163.0
796,1.218918918918919,114.0
797,1.091891891891892,34.0
798,1.4,22.0
799,20.57027027027027,998.0
800,19.52972972972973,2.0
801,11.072972972972973,266.0
802,10.497297297297298,453.0
803,12.3,68.0
804,6.61081081081081,1412.0
805,3.27027027027027,1849.0
806,6.294594594594595,1357.0
807,7.794594594594594,1222.0
808,4.967567567567568,1562.0
809,2.4864864864864864,1910.0
810,2.6135135135135137,1867.0
811,3.0243243243243243,1286.0
812,4.9837837837837835,1552.0
813,4.9972972972972975,1553.0
814,-1.4135135135135137,2548.0
815,1.4054054054054055,2090.0
816,-0.16216216216216217,2228.0
817,0.1837837837837838,2031.0
818,1.0162162162162163,2205.0
819,0.654054054054054,2175.0
820,4.7405405405405405,1673.0
821,5.491891891891892,1258.0
822,3.383783783783784,1171.0
823,3.1027027027027025,1143.0
824,3.7405405405405405,865.0
825,3.391891891891892,719.0
826,3.5189189189189185,645.0
827,3.389189189189189,498.0
828,3.1675675675675676,334.0
829,2.0945945945945947,411.0
830,1.9675675675675675,296.0
831,1.3729729729729732,293.0
832,1.718918918918919,222.0
833,1.4324324324324325,244.0
834,1.6054054054054057,192.0
835,1.718918918918919,225.0
836,2.018918918918919,217.0
837,1.3243243243243243,226.0
838,0.8162162162162162,267.0
839,0.23243243243243247,254.0
840,0.5324324324324324,210.0
841,0.7702702702702703,241.0
842,0.40810810810810805,322.0
843,-0.010810810810810721,370.0
844,0.05675675675675666,356.0
845,-0.010810810810810862,471.0
846,-0.18378378378378382,468.0
847,0.6135135135135135,142.0
848,0.14324324324324325,68.0
849,0.39729729729729735,42.0
850,1.5918918918918918,0.0
851,8.513513513513514,696.0
852,11.14054054054054,417.0
853,8.756756756756756,918.0
854,2.3324324324324324,1858.0
855,4.556756756756757,1602.0
856,5.224324324324325,1450.0
857,1.9216216216216215,2024.0
858,3.110810810810811,1710.0
859,2.3729729729729727,1646.0
860,2.22972972972973,1960.0
861,2.9054054054054053,1286.0
862,3.8054054054054056,1581.0
863,-1.4702702702702701,2280.0
864,0.010810810810810804,2112.0
865,-0.6459459459459459,2052.0
866,-0.6243243243243243,2009.0
867,0.30000000000000004,1980.0
868,-0.0027027027027026937,2303.0
869,4.8810810810810805,1681.0
870,4.608108108108108,1420.0
871,3.8675675675675674,1318.0
872,2.9783783783783786,1175.0
873,3.2729729729729726,968.0
874,3.418918918918919,807.0
875,3.0864864864864865,635.0
876,3.291891891891892,488.0
877,2.9162162162162164,371.0
878,2.389189189189189,382.0
879,1.4837837837837837,372.0
880,0.40270270270270264,366.0
881,0.15945945945945944,300.0
882,0.34054054054054056,287.0
883,0.8108108108108109,255.0
884,0.7567567567567568,252.0
885,0.7162162162162163,251.0
886,1.6108108108108108,195.0
887,0.05405405405405409,241.0
888,-0.26486486486486477,276.0
889,-0.8108108108108109,272.0
890,-3.1135135135135137,170.0
891,0.3378378378378379,220.0
892,-0.6216216216216215,288.0
893,-0.7891891891891891,469.0
894,-0.7891891891891891,480.0
895,0.7945945945945947,212.0
896,-0.4486486486486486,145.0
897,-1.7459459459459459,460.0
898,-1.0729729729729731,298.0
899,-0.005405405405405438,37.0
900,-0.33513513513513515,0.0
901,10.675675675675675,213.0
902,7.402702702702702,947.0
903,11.056756756756757,128.0
904,3.289189189189189,1616.0
905,2.918918918918919,1618.0
906,2.7162162162162162,1759.0
907,5.754054054054055,1318.0
908,4.602702702702702,1474.0
909,3.1459459459459462,1686.0
910,-1.8270270270270268,2394.0
911,2.924324324324324,1664.0
912,2.6783783783783783,1748.0
913,2.572972972972973,1627.0
914,-3.5594594594594593,2128.0
915,-1.4189189189189189,2055.0
916,-5.662162162162162,2882.0
917,-0.41621621621621624,2111.0
918,2.151351351351351,1980.0
919,3.6135135135135132,1590.0
920,3.794594594594595,1498.0
921,2.9486486486486485,1117.0
922,3.064864864864865,1048.0
923,2.9972972972972975,921.0
924,3.0837837837837836,821.0
925,2.4702702702702704,660.0
926,2.2864864864864862,451.0
927,1.8675675675675674,490.0
928,1.4054054054054055,412.0
929,0.527027027027027,410.0
930,0.672972972972973,354.0
931,-0.5513513513513513,335.0
932,-0.5945945945945947,332.0
933,0.010810810810810804,209.0
934,0.6243243243243243,278.0
935,-0.24594594594594588,249.0
936,0.09729729729729732,237.0
937,-0.33513513513513515,198.0
938,-0.827027027027027,244.0
939,-0.8405405405405406,277.0
940,-1.4297297297297298,301.0
941,-1.8054054054054054,173.0
942,-1.0243243243243243,320.0
943,-1.8513513513513513,430.0
944,-1.516216216216216,451.0
945,-1.989189189189189,501.0
946,-2.2135135135135138,352.0
947,-2.708108108108108,371.0
948,-2.045945945945946,261.0
949,-0.8297297297297298,2.0
950,-0.645945945945946,16.0
951,9.462162162162162,426.0
952,-0.8216216216216216,2165.0
953,5.6702702702702705,967.0
954,3.018918918918919,1464.0
955,2.5405405405405403,1678.0
956,3.4216216216216213,1508.0
957,3.6648648648648647,1528.0
958,2.5864864864864865,1599.0
959,3.151351351351351,1686.0
960,4.678378378378378,1207.0
961,3.521621621621622,1279.0
962,3.2621621621621624,1373.0
